Leading proteins,Protein,Protein names,Gene names
P68033;P68134,P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1
P68033;P68134,P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1
P68033;P68134,P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1
P68033;P68134,P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1
P68033;P68134,P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1
D3YVN1,D3YVN1,Actin-like protein 6A,Actl6a
A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn1;Actn3;Actn2
A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn1;Actn3;Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
Q9JI91,Q9JI91,Alpha-actinin-2,Actn2
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
O88990,O88990,Alpha-actinin-3,Actn3
A0A1L1SV25,A0A1L1SV25,Alpha-actinin-4,Actn4
A0A1L1SV25;A1BN54;O88990,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3,Actn4;Actn1;Actn3
A0A1L1SV25;A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn4;Actn1;Actn3;Actn2
A0A1L1SV25;A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn4;Actn1;Actn3;Actn2
A0A1L1SV25;A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn4;Actn1;Actn3;Actn2
A0A1L1SV25;A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn4;Actn1;Actn3;Actn2
A0A1L1SV25;A1BN54;O88990;Q9JI91,O88990,Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-3;Alpha-actinin-2,Actn4;Actn1;Actn3;Actn2
P61161,P61161,Actin-related protein 2,Actr2
A0A286YDL4,A0A286YDL4,Actin-related protein 8,Actr8
Q61288,Q61288,Serine/threonine-protein kinase receptor R3,Acvrl1
Q61288,Q61288,Serine/threonine-protein kinase receptor R3,Acvrl1
Q61288,Q61288,Serine/threonine-protein kinase receptor R3,Acvrl1
P56375,P56375,Acylphosphatase-2,Acyp2
O35598,O35598,Disintegrin and metalloproteinase domain-containing protein 10,Adam10
E9PXU2,E9PXU2,Disintegrin and metalloproteinase domain-containing protein 17,Adam17
E9PXU2,E9PXU2,Disintegrin and metalloproteinase domain-containing protein 17,Adam17
E9PXU2,E9PXU2,Disintegrin and metalloproteinase domain-containing protein 17,Adam17
O35674,O35674,Disintegrin and metalloproteinase domain-containing protein 19,Adam19
Q9R1V6-15,Q9R1V6-15,Disintegrin and metalloproteinase domain-containing protein 22,Adam22
D3Z6J6,D3Z6J6,tRNA-specific adenosine deaminase 1,Adat1
Q3V1Q3,Q3V1Q3,Adenylate cyclase type 2,Adcy2
A0A2I3BRC5,A0A2I3BRC5,Adenylate cyclase type 6,Adcy6
A0A2I3BRC5,A0A2I3BRC5,Adenylate cyclase type 6,Adcy6
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
P51830,P51830,Adenylate cyclase type 9,Adcy9
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYC0,Q9QYC0,Alpha-adducin,Add1
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB8,Q9QYB8,Beta-adducin,Add2
Q9QYB5,Q9QYB5,Gamma-adducin,Add3
Q9QYB5,Q9QYB5,Gamma-adducin,Add3
Q9QYB5,Q9QYB5,Gamma-adducin,Add3
Q9QYB5,Q9QYB5,Gamma-adducin,Add3
Q9QYB5,Q9QYB5,Gamma-adducin,Add3
J3QMG7,J3QMG7,G-protein coupled receptor 124,Adgra2;Gpr124
J3QMG7,J3QMG7,G-protein coupled receptor 124,Adgra2;Gpr124
Q9DC42,Q9DC42,CD97 antigen,Adgre5;Cd97
Q9DC42,Q9DC42,CD97 antigen,Adgre5;Cd97
A0A286YDT5,A0A286YDT5,,Adgrf5
A0A286YDT5,A0A286YDT5,,Adgrf5
A0A286YDT5,A0A286YDT5,,Adgrf5
A0A286YDT5,A0A286YDT5,,Adgrf5
A2AHQ2,A2AHQ2,G-protein coupled receptor 64,Adgrg2;Gpr64
P28474,P28474,Alcohol dehydrogenase class-3,Adh5
Q3UQ40,Q3UQ40,,Adh6b
Q3UQ40,Q3UQ40,,Adh6b
Q9Z103,Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp
Q9Z103,Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp
Q9Z103,Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp
Q9Z103,Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp
Q3URE6,Q3URE6,Alpha-2A adrenergic receptor,Adra2a
Q3URE6,Q3URE6,Alpha-2A adrenergic receptor,Adra2a
P18762,P18762,Beta-2 adrenergic receptor,Adrb2
Q7TS64,Q7TS64,Beta-adrenergic receptor kinase 1,Adrbk1
E9Q242,E9Q242,Adenylosuccinate lyase,Adsl
J3QN31,J3QN31,Adenylosuccinate synthetase isozyme 1,Adssl1
J3QN31,J3QN31,Adenylosuccinate synthetase isozyme 1,Adssl1
Q9Z248-2,Q9Z248-2,Zinc finger protein AEBP2,Aebp2
Q9Z248-2,Q9Z248-2,Zinc finger protein AEBP2,Aebp2
Q9Z248-2,Q9Z248-2,Zinc finger protein AEBP2,Aebp2
Q80YS6,Q80YS6,Actin filament-associated protein 1,Afap1
Q80YS6,Q80YS6,Actin filament-associated protein 1,Afap1
Q80YS6,Q80YS6,Actin filament-associated protein 1,Afap1
Q80YS6,Q80YS6,Actin filament-associated protein 1,Afap1
Q80YS6,Q80YS6,Actin filament-associated protein 1,Afap1
Q8BZI0,Q8BZI0,Actin filament-associated protein 1-like 1,Afap1l1
Q8BZI0,Q8BZI0,Actin filament-associated protein 1-like 1,Afap1l1
Q8BZI0,Q8BZI0,Actin filament-associated protein 1-like 1,Afap1l1
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
A0A0R4J1L6,A0A0R4J1L6,Actin filament-associated protein 1-like 2,Afap1l2
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
B1AVP1,B1AVP1,AF4/FMR2 family member 1,Aff1
F8WJA7,F8WJA7,AF4/FMR2 family member 3,Aff3
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
Q9ESC8,Q9ESC8,AF4/FMR2 family member 4,Aff4
H3BJH7,H3BJH7,Aftiphilin,Aftph
H3BJH7,H3BJH7,Aftiphilin,Aftph
H3BJH7,H3BJH7,Aftiphilin,Aftph
H3BJH7,H3BJH7,Aftiphilin,Aftph
A0A087WRF2,A0A087WRF2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",Agap1
A0A087WRF2,A0A087WRF2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",Agap1
A0A087WRF2,A0A087WRF2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",Agap1
A0A087WRF2;Q8VHH5,A0A087WRF2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",Agap1;Agap3
Q3UHD9-2,Q3UHD9-2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Agap2
Q3UHD9-2,Q3UHD9-2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Agap2
Q3UHD9-2,Q3UHD9-2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Agap2
Q3UHD9-2,Q3UHD9-2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Agap2
Q8VHH5,Q8VHH5,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",Agap3
Q8VHH5,Q8VHH5,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",Agap3
A0A087WNV1,A0A087WNV1,Arf-GAP domain and FG repeat-containing protein 1,Agfg1
A0A087WNV1,A0A087WNV1,Arf-GAP domain and FG repeat-containing protein 1,Agfg1
A0A087WNV1,A0A087WNV1,Arf-GAP domain and FG repeat-containing protein 1,Agfg1
A0A087WNV1,A0A087WNV1,Arf-GAP domain and FG repeat-containing protein 1,Agfg1
A0A087WNV1,A0A087WNV1,Arf-GAP domain and FG repeat-containing protein 1,Agfg1
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
F8VPN4,F8VPN4,,Agl
Q8CJG0,Q8CJG0,Protein argonaute-2,Ago2
Q8C0N2,Q8C0N2,Glycerol-3-phosphate acyltransferase 3,Agpat9
A2AL49,A2AL49,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps
A2AL49,A2AL49,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps
A2AL49,A2AL49,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps
A2AL49,A2AL49,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
Q6PAL7,Q6PAL7,AT-hook DNA-binding motif-containing protein 1,Ahdc1
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
E9Q616,E9Q616,,Ahnak
F7DBB3,F7DBB3,,Ahnak2
E9PYB0,E9PYB0,,Ahnak2
F7DBB3,F7DBB3,,Ahnak2
E9PYB0,E9PYB0,,Ahnak2
F7DBB3,F7DBB3,,Ahnak2
E9PYB0;F7DBB3,F7DBB3,,Ahnak2
E9PYB0;F7DBB3,F7DBB3,,Ahnak2
F7DBB3,F7DBB3,,Ahnak2
E9PYB0;F7DBB3,F7DBB3,,Ahnak2
F7DBB3,F7DBB3,,Ahnak2
E9PYB0,E9PYB0,,Ahnak2
E9PYB0;F7DBB3,F7DBB3,,Ahnak2
F7DBB3,F7DBB3,,Ahnak2
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
P29699,P29699,Alpha-2-HS-glycoprotein,Ahsg
Q9CY02,Q9CY02,Alpha-hemoglobin-stabilizing protein,Ahsp
Q9CY02,Q9CY02,Alpha-hemoglobin-stabilizing protein,Ahsp
E9PVP1,E9PVP1,,Aim1
A0A0G2JDW6,A0A0G2JDW6,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,Aimp1
Q8R010,Q8R010,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Aimp2
Q9R0Y5,Q9R0Y5,Adenylate kinase isoenzyme 1,Ak1
Q9R0Y5,Q9R0Y5,Adenylate kinase isoenzyme 1,Ak1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O08715-2,O08715-2,"A-kinase anchor protein 1, mitochondrial",Akap1
O88845,O88845,"A-kinase anchor protein 10, mitochondrial",Akap10
O88845,O88845,"A-kinase anchor protein 10, mitochondrial",Akap10
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
E9Q777,E9Q777,,Akap11
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
Q9WTQ5-2,Q9WTQ5-2,A-kinase anchor protein 12,Akap12
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
E9Q394-2,E9Q394-2,,Akap13
